State,District,Soil Type,Soil pH,Rainfall (mm),Temperature (°C),Fertility,Nearest Seaport,Nearest ICD,Nearest Cargo Airport,Cold Storage (MT),Key Crops / Products,HS Codes,Top Export Products,Export Volume (MT),Top Buyer Countries,Exporters / Processors,AEZ / Cluster,GI Tags,State Incentives,Remarks
Tamil Nadu,Salem,"Red loamy, Black cotton",6.5-8.0,900,25-37,Very High,Cochin – (~380 km),Salem ICD – (~20 km),Coimbatore – (~180 km),385000,"Tapioca, Turmeric, Mango, Poultry","HS09, HS02","Tapioca starch, Turmeric",485000,"USA, Bangladesh",1585,Salem Tapioca AEZ,,–,Tapioca & poultry hub
Tamil Nadu,Sivaganga,"Red loamy, Black cotton",6.Concurrent5-8.0,900,26-37,High,Tuticorin – (~220 km),Madurai ICD – (~100 km),Madurai – (~120 km),165000,"Rice, Chilli, Coconut",HS10,Rice,185000,Bangladesh,585,,,–,Rice & chilli
Tamil Nadu,Tenkasi,"Red loamy, Lateritic",5.5-7.0,1000,24-36,High,Tuticorin – (~100 km),,Madurai – (~200 km),125000,"Banana, Coconut, Pepper",HS08,Banana,185000,UAE,485,,,–,Banana belt
Tamil Nadu,Thanjavur,"Deltaic alluvial, Clayey",6.5-8.0,1200,26-36,Very High,Nagapattinam – (~120 km),Tiruchirappalli ICD – (~100 km),Tiruchirappalli – (~80 km),385000,"Rice, Coconut, Banana, Pulses",HS10,Rice,585000,"Vietnam, Bangladesh",1885,Cauvery Delta Rice AEZ,"Thanjavur Rice, Thanjavur Doll",–,Rice bowl of Tamil Nadu
Tamil Nadu,Theni,"Red loamy, Lateritic",6.0-7.5,850,22-36,High,Tuticorin – (~200 km),Madurai ICD – (~80 km),Madurai – (~100 km),225000,"Grapes, Banana, Cotton, Cardamom",HS08,"Grapes, Cardamom",285000,"Netherlands, UAE",885,Theni Grapes AEZ,,–,Grape hub
Tamil Nadu,Thoothukudi,"Coastal alluvial, Red loamy",7.0-8.5,700,26-37,High,Tuticorin Port – (~10 km),Tuticorin CFS – (~10 km),Madurai – (~160 km),285000,"Fish, Salt, Onion, Banana",HS03,Shrimp,385000,"USA, Japan",1285,Tuticorin Marine AEZ,,Port incentives,Major marine export port
Tamil Nadu,Tiruchirappalli,"Red loamy, Alluvial",6.5-8.0,900,26-38,Very High,Tuticorin – (~300 km),Tiruchirappalli ICD – (~20 km),Tiruchirappalli – (~30 km),325000,"Banana, Rice, Onion, Mango","HS08, HS10",Banana,385000,Russia,1285,Tiruchirappalli Banana Cluster,,–,Banana & rice hub
Tamil Nadu,Tirunelveli,"Red loamy, Black cotton",6.5-8.0,900,26-37,High,Tuticorin – (~80 km),,Madurai – (~180 km),225000,"Banana, Rice, Cotton, Fish","HS08, HS03",Banana,285000,Russia,885,,,–,Banana & marine
Tamil Nadu,Tirupattur,"Red loamy, Lateritic",6.0-7.5,900,24-37,High,Chennai – (~240 km),Hosur ICD – (~100 km),Bengaluru – (~140 km),185000,"Mango, Jackfruit, Tamarind",HS08,Mango pulp,185000,Russia,585,,,–,Mango hub
Tamil Nadu,Tiruppur,"Red loamy, Black cotton",6.5-8.0,800,26-37,Very High,Cochin – (~280 km),Tiruppur ICD – (~20 km),Coimbatore – (~60 km),385000,"Cotton, Banana, Coconut",HS52,Cotton yarn,485000,Bangladesh,1885,Tiruppur Cotton Cluster,,–,Textile city + cotton farming
Tamil Nadu,Tiruvallur,"Red loamy, Coastal alluvial",6.5-8.0,1100,26-36,High,Chennai – (~60 km),Chennai CFS – (~60 km),Chennai – (~70 km),325000,"Rice, Mango, Vegetables, Fish","HS10, HS03","Shrimp, Rice",285000,"USA, Japan",1185,Chennai Marine AEZ,,–,Rice & marine
Tamil Nadu,Tiruvannamalai,"Red loamy, Lateritic",6.0-7.5,1000,25-38,High,Chennai – (~200 km),Tirupattur ICD – (~140 km),Chennai – (~220 km),185000,"Rice, Groundnut, Mango","HS10, HS08",Rice,225000,Bangladesh,685,,,–,Rice & groundnut
Tamil Nadu,Tiruvarur,"Deltaic alluvial, Clayey",6.5-7.8,1300,26-36,Very High,Nagapattinam – (~80 km),,Tiruchirappalli – (~140 km),225000,"Rice, Coconut, Fish",HS10,Rice,325000,Vietnam,985,Cauvery Delta Rice AEZ,,–,Cauvery delta rice
Tamil Nadu,Vellore,"Red loamy, Lateritic",6.0-7.5,900,25-38,High,Chennai – (~160 km),Hosur ICD – (~140 km),Chennai – (~180 km),225000,"Mango, Rice, Groundnut",HS08,Mango pulp,225000,Russia,785,,,–,Mango hub
Tamil Nadu,Viluppuram,"Red loamy, Coastal alluvial",6.5-8.0,1100,26-37,High,Chennai – (~180 km),,Chennai – (~200 km),185000,"Rice, Groundnut, Cashew, Sugarcane","HS10, HS08",Cashew kernels,185000,USA,585,,,–,Cashew & rice
Tamil Nadu,Virudhunagar,"Red loamy, Black cotton",7.0-8.5,800,26-38,High,Tuticorin – (~180 km),Virudhunagar ICD – (~20 km),Madurai – (~60 km),285000,"Chilli, Coriander, Cotton, Onion","HS09, HS52",Chilli,385000,"Bangladesh, Malaysia",1285,Virudhunagar Chilli Cluster,,–,Chilli & matchbox hub
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Telangana,Adilabad,"Red sandy, Black cotton patches",6.0-7.5,1100,24-38,Medium-High,Vizag – (~580 km),,Hyderabad – (~300 km),68000,"Cotton, Soybean, Turmeric, Red gram","HS52, HS12","Cotton yarn, Turmeric",185000,"China, Bangladesh",385,,Adilabad Cotton (applied),–,Cotton & turmeric hub
Telangana,Bhadradri Kothagudem,"Red loamy, Lateritic",5.5-7.0,1200,24-37,High,Vizag – (~480 km),,Hyderabad – (~320 km),85000,"Rice, Maize, Chilli, Mango","HS10, HS09",Rice,165000,Bangladesh,425,,,–,Rice & chilli
Telangana,Hanumakonda,"Red loamy, Black cotton",6.5-8.0,1000,25-39,High,Vizag – (~420 km),,Hyderabad – (~180 km),125000,"Cotton, Maize, Turmeric","HS52, HS09",Cotton yarn,225000,Bangladesh,585,,,–,Warangal cotton & turmeric area
Telangana,Hyderabad,"Red loamy, Urban",–,850,26-40,–,Kakinada – (~580 km),Hyderabad ICD – (~20 km),Hyderabad – (~40 km),985000,"Rice, Vegetables, Flowers, Poultry, Pharma herbs","HS10, HS06","Basmati, Cut flowers",385000,"UAE, USA",2585,Hyderabad Pharma Herb Cluster,,Capital incentives + 100% SGST,Commercial & pharma-herb hub
Telangana,Jagtial,"Black cotton, Red loamy",6.5-8.0,1000,24-39,Very High,Vizag – (~520 km),,Hyderabad – (~220 km),185000,"Turmeric, Maize, Cotton","HS09, HS52",Turmeric,285000,"Bangladesh, UAE",785,,,–,Turmeric hub
Telangana,Jangaon,"Red loamy, Black cotton",6.5-8.0,900,25-39,High,Vizag – (~480 km),,Hyderabad – (~140 km),125000,"Cotton, Maize, Turmeric",HS52,Cotton yarn,185000,Bangladesh,485,,,–,Cotton belt
Telangana,Jayashankar Bhupalpally,"Red loamy, Lateritic",5.5-7.0,1100,24-37,High,Vizag – (~480 km),,Hyderabad – (~240 km),85000,"Rice, Cotton, Turmeric","HS10, HS09",Rice,145000,Bangladesh,385,,,–,Rice & turmeric
Telangana,Jogulamba Gadwal,"Red sandy, Black cotton",7.0-8.5,700,26-40,High,Kakinada – (~580 km),,Hyderabad – (~220 km),125000,"Cotton, Groundnut, Chilli","HS52, HS09",Cotton yarn,225000,Bangladesh,585,,,–,Cotton & chilli
Telangana,Kamareddy,"Red loamy, Black cotton",6.5-8.0,950,24-39,High,Vizag – (~580 km),,Hyderabad – (~180 km),145000,"Turmeric, Soybean, Maize",HS09,Turmeric,225000,Bangladesh,585,,,–,Turmeric hub
Telangana,Karimnagar,"Red loamy, Black cotton",6.5-8.0,1000,25-39,Very High,Vizag – (~520 km),,Hyderabad – (~200 km),185000,"Rice, Maize, Cotton, Turmeric","HS10, HS09",Rice,225000,Bangladesh,685,,,–,Rice & cotton
Telangana,Khammam,"Red loamy, Alluvial",6.0-7.5,1100,25-38,Very High,Kakinada – (~380 km),,Hyderabad – (~280 km),185000,"Rice, Cotton, Chilli, Maize","HS10, HS09",Rice,285000,Bangladesh,785,,,–,Rice bowl
Telangana,Kumuram Bheem Asifabad,"Red loamy, Lateritic",5.5-7.0,1200,24-37,Medium-High,Vizag – (~580 km),,Hyderabad – (~300 km),68000,"Cotton, Soybean, Turmeric","HS52, HS09",Cotton yarn,165000,Bangladesh,385,,,–,Cotton & tribal turmeric
Telangana,Mahabubabad,"Red loamy, Black cotton",6.5-8.0,1100,25-38,High,Vizag – (~480 km),,Hyderabad – (~220 km),125000,"Cotton, Maize, Chilli",HS52,Cotton yarn,185000,Bangladesh,485,,,–,Cotton hub
Telangana,Mahabubnagar,"Red sandy, Black cotton",7.0-8.5,700,26-40,High,Kakinada – (~580 km),,Hyderabad – (~140 km),185000,"Groundnut, Cotton, Maize",HS52,Cotton yarn,225000,Bangladesh,585,,,–,Groundnut & cotton
Telangana,Mancherial,"Red loamy, Black cotton",6.0-7.5,1100,24-38,High,Vizag – (~580 km),,Hyderabad – (~280 km),95000,"Cotton, Soybean, Rice",HS52,Cotton yarn,165000,Bangladesh,425,,,–,Cotton area
Telangana,Medak,"Red loamy, Black cotton",6.5-8.0,900,25-39,High,Vizag – (~620 km),Hyderabad ICD – (~80 km),Hyderabad – (~100 km),165000,"Maize, Sugarcane, Cotton",HS10,Maize,185000,Vietnam,485,,,–,Maize hub
Telangana,Medchal Malkajgiri,"Red loamy, Urban",–,850,26-40,–,Kakinada – (~580 km),Hyderabad ICD – (~40 km),Hyderabad – (~60 km),585000,"Vegetables, Flowers, Poultry, Rice","HS07, HS06","Cut flowers, Vegetables",285000,"UAE, Netherlands",1885,Hyderabad Horti Cluster,,–,Peri-urban vegetable & flower hub
Telangana,Mulugu,"Red loamy, Lateritic",5.5-7.0,1200,24-37,High,Vizag – (~520 km),,Hyderabad – (~240 km),68000,"Rice, Turmeric, Mango","HS10, HS09",Rice,125000,Bangladesh,285,,,–,Rice & turmeric
Telangana,Nagarkurnool,"Red sandy, Black cotton",7.0-8.5,700,26-40,High,Kakinada – (~580 km),,Hyderabad – (~180 km),125000,"Cotton, Groundnut, Maize",HS52,Cotton yarn,185000,Bangladesh,485,,,–,Cotton hub
Telangana,Nalgonda,"Red loamy, Black cotton",6.5-8.0,800,25-40,High,Kakinada – (~480 km),,Hyderabad – (~140 km),185000,"Rice, Cotton, Chilli","HS10, HS09",Rice,225000,Bangladesh,685,,,–,Rice & chilli
Telangana,Narayanpet,"Black cotton, Red loamy",7.0-8.5,700,26-40,High,Kakinada – (~580 km),,Hyderabad – (~200 km),95000,"Cotton, Tur, Groundnut",HS52,Cotton yarn,165000,Bangladesh,385,,,–,Cotton area
Telangana,Nirmal,"Red loamy, Black cotton",6.0-7.5,1100,24-38,High,Vizag – (~580 km),,Hyderabad – (~240 km),85000,"Cotton, Soybean, Turmeric","HS52, HS09",Cotton yarn,145000,Bangladesh,385,,,–,Cotton & turmeric
Telangana,Nizamabad,"Black cotton, Red loamy",6.5-8.0,1000,24-39,Very High,Vizag – (~580 km),,Hyderabad – (~200 km),285000,"Turmeric, Maize, Soybean, Rice",HS09,Turmeric,385000,"Bangladesh, UAE",1585,Nizamabad Turmeric AEZ,,–,Turmeric capital of Telangana
Telangana,Peddapalli,"Black cotton, Red loamy",6.5-8.0,1100,25-38,High,Vizag – (~520 km),,Hyderabad – (~220 km),125000,"Rice, Cotton, Maize",HS10,Rice,185000,Bangladesh,485,,,–,Rice hub
Telangana,Rajanna Sircilla,"Red loamy, Black cotton",6.5-8.0,1000,25-39,High,Vizag – (~580 km),,Hyderabad – (~180 km),125000,"Cotton, Maize",HS52,Cotton yarn,185000,Bangladesh,485,,,–,Textile + cotton
Telangana,Rangareddy,"Red loamy, Black cotton",6.0-8.0,800,26-40,High,Kakinada – (~580 km),Hyderabad ICD – (~60 km),Hyderabad – (~80 km),585000,"Rice, Maize, Cotton, Vegetables, Flowers","HS10, HS06","Cut flowers, Rice",385000,"UAE, Bangladesh",1885,Hyderabad Horti Cluster,,–,Peri-urban vegetable & flower hub
Telangana,Sangareddy,"Red loamy, Black cotton",6.5-8.0,900,25-40,High,Vizag – (~620 km),Hyderabad ICD – (~80 km),Hyderabad – (~100 km),225000,"Maize, Cotton, Sugarcane",HS10,Maize,225000,Vietnam,685,,,–,Maize hub
Telangana,Siddipet,"Black cotton, Red loamy",6.5-8.0,900,25-39,Very High,Vizag – (~580 km),,Hyderabad – (~140 km),185000,"Rice, Maize, Cotton",HS10,Rice,285000,Bangladesh,785,,,–,Rice bowl
Telangana,Suryapet,"Black cotton, Red loamy",6.5-8.0,900,25-39,High,Kakinada – (~480 km),,Hyderabad – (~180 km),165000,"Rice, Cotton, Chilli","HS10, HS09",Rice,225000,Bangladesh,585,,,–,Rice & chilli
Telangana,Vikarabad,"Red loamy, Lateritic",6.0-7.5,900,25-40,High,Vizag – (~620 km),Hyderabad ICD – (~100 km),Hyderabad – (~120 km),185000,"Maize, Cotton, Pulses",HS10,Maize,185000,Vietnam,485,,,–,Maize & pulses
Telangana,Wanaparthy,"Black cotton, Red loamy",7.0-8.5,700,26-40,High,Kakinada – (~580 km),,Hyderabad – (~200 km),125000,"Cotton, Groundnut, Maize",HS52,Cotton yarn,185000,Bangladesh,485,,,–,Cotton hub
Telangana,Warangal (Rural),"Red loamy, Black cotton",6.5-8.0,1000,25-39,Very High,Vizag – (~480 km),,Hyderabad – (~180 km),225000,"Cotton, Chilli, Turmeric, Maize","HS09, HS52","Turmeric, Cotton yarn",385000,"Bangladesh, China",985,Warangal Turmeric Cluster,,–,Turmeric & cotton hub
Telangana,Yadadri Bhuvanagiri,"Red loamy, Black cotton",6.5-8.0,800,26-40,High,Kakinada – (~580 km),Hyderabad ICD – (~80 km),Hyderabad – (~100 km),225000,"Rice, Maize, Cotton, Vegetables",HS10,Rice,225000,Bangladesh,685,,,–,Near Hyderabad – vegetable hub
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Tripura,Dhalai,"Red loamy, Lateritic",5.0-6.0,2400,18-32,High,Kolkata – (~1550 km),Agartala ICP – (~180 km),Agartala – (~200 km),15000,"Pineapple, Jackfruit, Ginger, Rubber","HS08, HS09","Pineapple, Jackfruit",22000,Bangladesh,125,,Tripura Queen Pineapple,100% SGST + 90% freight subsidy,Pineapple & jackfruit hub
Tripura,Gomati,"Alluvial, Red loamy",5.5-6.5,2200,20-33,High,Kolkata – (~1600 km),Agartala ICP – (~120 km),Agartala – (~140 km),25000,"Rice, Pineapple, Rubber, Fish","HS10, HS08",Pineapple,28000,Bangladesh,185,,Tripura Queen Pineapple,–,Rice & pineapple
Tripura,Khowai,"Red loamy, Alluvial valley",5.2-6.2,2300,19-32,High,Kolkata – (~1550 km),Agartala ICP – (~100 km),Agartala – (~120 km),18000,"Pineapple, Rubber, Ginger","HS08, HS09",Pineapple,20000,Bangladesh,145,,Tripura Queen Pineapple,–,Pineapple belt
Tripura,North Tripura,"Red loamy, Lateritic",5.0-6.0,2400,18-32,High,Kolkata – (~1500 km),Agartala ICP – (~220 km),Agartala – (~240 km),22000,"Pineapple, Jackfruit, Tea",HS08,Pineapple,25000,Bangladesh,165,,Tripura Queen Pineapple,–,Pineapple & emerging tea
Tripura,Sepahijala,"Alluvial, Loamy",5.5-6.5,2200,20-33,Very High,Kolkata – (~1600 km),Agartala ICP – (~80 km),Agartala – (~100 km),35000,"Rice, Pineapple, Fish, Vegetables","HS10, HS08",Pineapple,32000,Bangladesh,225,,,–,Rice bowl + pineapple
Tripura,South Tripura,"Red loamy, Alluvial",5.2-6.2,2300,20-33,High,Kolkata – (~1650 km),Agartala ICP – (~140 km),Agartala – (~160 km),28000,"Rubber, Pineapple, Jackfruit, Ginger","HS40, HS08","Natural rubber, Pineapple",28000,Bangladesh,195,,Tripura Queen Pineapple,–,Rubber & pineapple hub
Tripura,Unakoti,"Red loamy, Lateritic",5.0-6.0,2400,18-32,High,Kolkata – (~1500 km),Agartala ICP – (~200 km),Agartala – (~220 km),18000,"Pineapple, Ginger, Tea",HS08,Pineapple,22000,Bangladesh,145,,Tripura Queen Pineapple,–,Pineapple & tea pocket
Tripura,West Tripura,"Alluvial, Red loamy",5.5-6.5,2200,20-33,Very High,Kolkata – (~1550 km),Agartala ICP – (~20 km),Agartala – (~30 km),58000,"Rice, Pineapple, Vegetables, Fish, Flowers","HS10, HS06","Pineapple, Cut flowers",45000,"Bangladesh, UAE",385,,,Capital incentives + 100% SGST,Commercial & horticulture hub
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Uttarakhand,Almora,"Mountain brown, Loamy",5.5-6.8,1100,2026-08-01 00:00:00,High,Mundra – (~980 km),Laksar ICD – (~280 km),Pantnagar – (~280 km),32000,"Off-season vegetables, Apple, Peach, Walnut, Kidney-bean","HS07, HS08","Rajma, Off-season veg",28000,"UAE, Nepal",185,,Almora Rajma,100% SGST + 100% freight subsidy + hill bonus,Famous for Rajma & off-season vegetables
Uttarakhand,Bageshwar,"Mountain brown, Loamy",5.5-6.8,1200,2026-08-01 00:00:00,High,Mundra – (~980 km),Laksar ICD – (~320 km),Pantnagar – (~320 km),25000,"Apple, Peach, Walnut, Off-season veg, Kidney-bean","HS08, HS07",Rajma,22000,Nepal,145,,,–,Rajma & stone fruits
Uttarakhand,Chamoli,"Mountain skeletal, Brown forest",5.0-6.5,1500,2024-04-01 00:00:00,Medium-High,Mundra – (~1100 km),Laksar ICD – (~380 km),Pantnagar – (~380 km),18000,"Aromatic plants, Apple, Kidney-bean, Potato","HS33, HS08","Essential oils, Rajma",15000,"Germany, UAE",125,,Chamoli Rajma,100% SGST + 100% freight + aromatic subsidy,High-altitude aromatic & Rajma hub
Uttarakhand,Champawat,"Mountain brown, Loamy",5.5-6.8,1300,2027-08-01 00:00:00,High,Mundra – (~980 km),Laksar ICD – (~300 km),Pantnagar – (~300 km),28000,"Off-season veg, Apple, Peach, Tea","HS07, HS09",Off-season vegetables,25000,"Nepal, UAE",165,,,–,Off-season vegetable belt
Uttarakhand,Dehradun,"Alluvial (Doab), Terai loamy",6.5-7.8,1600,1934-12-01 00:00:00,Very High,Mundra – (~980 km),Dehradun ICD – (~20 km),Dehradun/Pantnagar – (~40 km),98000,"Basmati rice, Litchi, Flowers, Vegetables, Tea","HS10, HS06","Basmati rice, Litchi",125000,"UAE, Saudi",985,Dehradun Basmati AEZ,Dehradun Basmati,Capital incentives + 100% SGST,Basmati & floriculture hub
Uttarakhand,Haridwar,"Alluvial, Terai",7.0-8.2,1400,14-36,Very High,Mundra – (~980 km),Laksar ICD – (~20 km),Dehradun – (~80 km),185000,"Basmati rice, Sugarcane, Mango, Wheat",HS10,Basmati rice,285000,"UAE, Iran",1285,Haridwar Basmati Cluster,Haridwar Basmati,–,Largest basmati area in state
Uttarakhand,Nainital,"Mountain brown, Loamy valley",5.5-6.8,1600,2028-08-01 00:00:00,High,Mundra – (~980 km),Laksar ICD – (~140 km),Pantnagar – (~80 km),68000,"Litchi, Peach, Off-season veg, Flowers","HS08, HS06","Litchi, Cut flowers",45000,"UAE, Netherlands",385,,,–,Litchi & flower hub
Uttarakhand,Pauri Garhwal,"Mountain brown, Loamy",5.5-6.8,1400,2028-08-01 00:00:00,High,Mundra – (~980 km),Laksar ICD – (~220 km),Dehradun – (~240 km),35000,"Apple, Peach, Kidney-bean, Off-season veg","HS08, HS07",Rajma,32000,Nepal,225,,Garhwal Rajma,–,Rajma & stone fruits
Uttarakhand,Pithoragarh,"Mountain brown, Loamy",5.5-6.8,1300,2027-06-01 00:00:00,High,Mundra – (~1100 km),Laksar ICD – (~380 km),Pantnagar – (~380 km),28000,"Apple, Off-season veg, Kidney-bean, Walnut","HS08, HS07",Off-season vegetables,28000,"Nepal, UAE",185,,,–,High-altitude off-season vegetables
Uttarakhand,Rudraprayag,"Mountain skeletal, Brown forest",5.0-6.5,1500,2026-06-01 00:00:00,Medium-High,Mundra – (~1050 km),Laksar ICD – (~300 km),Dehradun – (~280 km),18000,"Apple, Kidney-bean, Potato, Aromatic plants",HS08,Rajma,15000,Nepal,125,,,–,Rajma & high-altitude fruits
Uttarakhand,Tehri Garhwal,"Mountain brown, Loamy valley",5.5-6.8,1400,2028-08-01 00:00:00,High,Mundra – (~980 km),Laksar ICD – (~240 km),Dehradun – (~140 km),45000,"Apple, Off-season veg, Kidney-bean, Peach","HS08, HS07",Off-season vegetables,35000,Nepal,245,,Tehri Rajma,–,Off-season vegetables & Rajma
Uttarakhand,Udham Singh Nagar,"Alluvial, Terai loamy",6.5-7.8,1400,14-36,Very High,Mundra – (~980 km),Laksar/Rudrapur ICD – (~20 km),Pantnagar – (~30 km),285000,"Basmati rice, Wheat, Litchi, Sugarcane, Mango",HS10,Basmati rice,585000,"UAE, Saudi, Iran",2285,Udham Singh Nagar Basmati AEZ,,–,Largest basmati & litchi district
Uttarakhand,Uttarkashi,"Mountain skeletal, Brown forest",5.0-6.5,1500,2026-04-01 00:00:00,Medium-High,Mundra – (~1050 km),Laksar ICD – (~320 km),Dehradun – (~220 km),22000,"Apple, Kidney-bean, Potato, Rajma","HS08, HS07",Rajma,25000,Nepal,165,,Uttarkashi Rajma,–,High-altitude Rajma & apple
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Uttar Pradesh,Agra,"Alluvial loam, Yamuna",7.5-8.5,650,16-40,Very High,Mundra – (~880 km),Dadri ICD – (~220 km),Delhi – (~240 km),285000,"Potato, Wheat, Mustard",HS07,Potato,685000,"Netherlands, UAE",1885,,Taj Mahal Petha,–,Potato & petha hub
Uttar Pradesh,Aligarh,Alluvial loam,7.5-8.5,700,16-39,Very High,Mundra – (~880 km),Dadri ICD – (~180 km),Delhi – (~140 km),225000,"Wheat, Potato, Mango","HS07, HS08",Potato,485000,UAE,1285,,Aligarh Locks (non-agri),–,Potato hub
Uttar Pradesh,Ambedkar Nagar,"Alluvial, Gangetic loam",7.0-8.0,1000,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~220 km),Varanasi – (~240 km),185000,"Mentha, Rice, Potato","HS33, HS10",Mentha oil,125000,"USA, Singapore",685,Ambedkar Nagar Mentha Cluster,,–,Mentha capital
Uttar Pradesh,Amethi,Alluvial loam,7.0-8.0,1000,18-38,High,Kolkata – (~680 km),Varanasi ICD – (~180 km),Lucknow – (~140 km),125000,"Rice, Potato, Urad",HS10,Rice,165000,Bangladesh,425,,,–,Rice & pulses
Uttar Pradesh,Amroha,Alluvial loam,7.5-8.5,900,16-38,Very High,Mundra – (~980 km),Moradabad ICD – (~60 km),Delhi – (~140 km),185000,"Mentha, Mango, Wheat",HS33,Mentha oil,185000,USA,885,Moradabad Mentha Cluster,,–,Largest mentha district
Uttar Pradesh,Auraiya,"Alluvial, Doab loam",7.0-8.2,850,18-40,Very High,Mundra – (~980 km),Kanpur ICD – (~140 km),Lucknow – (~160 km),165000,"Potato, Wheat, Rice",HS07,Potato,285000,Nepal,785,,,–,Potato hub
Uttar Pradesh,Ayodhya,Alluvial loam,7.0-8.0,1000,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~180 km),Lucknow – (~140 km),225000,"Rice, Potato, Mango",HS10,Rice,225000,Bangladesh,685,,,–,Rice bowl
Uttar Pradesh,Azamgarh,"Alluvial, Gangetic loam",7.0-8.0,1100,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~100 km),Varanasi – (~120 km),285000,"Rice, Mentha, Potato",HS33,Mentha oil,225000,USA,985,Azamgarh Mentha Cluster,,–,Mentha & rice
Uttar Pradesh,Baghpat,Alluvial loam,7.5-8.5,800,16-38,Very High,Mundra – (~980 km),Dadri ICD – (~80 km),Delhi – (~80 km),185000,"Sugarcane, Wheat, Potato",HS17,Sugar,185000,Nepal,585,,,–,Sugarcane hub
Uttar Pradesh,Bahraich,"Alluvial, Terai",6.5-7.8,1200,18-37,High,Mundra – (~1100 km),Dadri ICD – (~480 km),Lucknow – (~160 km),125000,"Rice, Mentha, Wheat",HS33,Mentha oil,145000,USA,425,,,–,Mentha hub
Uttar Pradesh,Ballia,"Alluvial, Gangetic loam",7.0-8.0,1100,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~140 km),Varanasi – (~160 km),185000,"Rice, Wheat, Pulses",HS10,Rice,225000,Bangladesh,685,,,–,Rice & pulses
Uttar Pradesh,Balrampur,"Alluvial, Terai",6.5-7.8,1200,18-37,High,Mundra – (~1100 km),Dadri ICD – (~480 km),Lucknow – (~200 km),125000,"Rice, Sugarcane, Mentha",HS33,Mentha oil,125000,USA,385,,,–,Mentha & rice
Uttar Pradesh,Banda,"Alluvial, Bundelkhand loam",7.0-8.2,900,20-40,High,Mundra – (~1100 km),Kanpur ICD – (~280 km),Lucknow – (~240 km),95000,"Pulses, Wheat, Gram",HS07,Gram,165000,Bangladesh,385,,,–,Pulse hub
Uttar Pradesh,Barabanki,Alluvial loam,7.0-8.0,1000,18-38,Very High,Kolkata – (~680 km),Lucknow ICD – (~80 km),Lucknow – (~100 km),285000,"Mentha, Potato, Rice",HS33,Mentha oil,285000,"USA, Singapore",1285,Barabanki Mentha Cluster,,–,One of the largest mentha districts
Uttar Pradesh,Bareilly,Alluvial loam,7.5-8.5,1000,16-38,Very High,Mundra – (~980 km),Moradabad ICD – (~140 km),Delhi – (~280 km),325000,"Mentha, Rice, Wheat, Mango",HS33,Mentha oil,385000,"USA, Singapore",1585,Bareilly Mentha AEZ,,–,Mentha capital of India
Uttar Pradesh,Basti,Alluvial loam,7.0-8.0,1100,18-38,Very High,Kolkata – (~720 km),Varanasi ICD – (~240 km),Gorakhpur – (~80 km),185000,"Rice, Mentha, Potato",HS33,Mentha oil,185000,USA,585,,,–,Mentha & rice
